sticker_id,labeled_queries
1801939437249101981.gif,"dead, soul coming out, delulu, disbelief, soul leaving me, tired, 累"
182751983726232083.png,"scared, go away, ahhhhh, im scared, dw to know you"
182751983726232148.png,"shoot, kill me, shoot me, kms, kill myself, kill me right now"
182751983726232156.png,"oof, cat staring into the void, derp, aghast, wtf"
1833563040931381707.png,"yolo, hands up in the air, i promise you, yo, v shape hand sign, Wait for me, Hehe, I got you, Confident fox, Point to you"
1833563040931381708.png,"yada, so happy, oh yeah, smiley face, paw to cheek, haolian, show off"
1833563040931381709.png,"Thank you thank you, Friendly smile, Want something smile, Ok sure, Polite smile, mmmh, /w\, so happy, im excited, im glad, glad, feeling good, thats nice, nice"
1833563040931381710.png,"so cool, bling cool, wearing shades, lai lai, paws out, huehue, come come, HEH"
1833563040931381714.png,"hehe, 探头, head sticking out, checking you out, checking it out, check it out, peeking, peekaboo, poking face out"
1833563040931381715.png,"sad face, feeling down, :<, upset, no feel good, feel no good, hais, sigh, liddat lol, like that bah, i guess its like this, zzz, looking to thee side, .., speechless, emotionless, cat looking to the side, ;<"
1833563040931381716.png,"look into the sky, why do you do this, paws into the sky, sad, eyes watery, looking at the sky, hug me, disappointed face, cat disappointed, help me, i need help, welp"
1833563040931381717.png,"Just watch show, Eat popcorn, Cat eat popcorn, popcorn, nom nom, tea"
1833563040931381719.png,"P2W, skill issue, smirk, cat, shrug, So?, Cat, Cute, What can you do?, Im the best, Arrogant, 自肥"
1833563040931381720.png,"Sleeping ah?, sleeping, taking a nap, take nap, in bed"
1833563040931381721.png,"stress, wipe, sweat, cat, forehead, Difficult, Struggle, Worry, Sweat, Working"
1833563040931381722.png,"hehehe, smirking, paw covering mouth, shy, blushing, cover mouth laughing, cover paw smile, blushing cat, >_<"
1833563040931381724.png,"Cat, Music notes, listening to music, chill, zen, resting, music cat"
1833563040931381725.png,"Go and die, 去die吧你, Takes gun, Kill, Kill with a smile"
1833563040931381726.png,"Drink milk, drink milk, sip milk, hold cartoon, waiting, enen~, no problem"
1833563040931381727.png,"POLIS, REPORT, DULAN, police, catch you, arrest you"
1833563040931381728.png,"Angel, Halo above, Thank you very much, You are the best, Praying, pwease, please, pls, plz, cat please"
1833563040931381729.png,"drink coffee by the fire, sipping coffee, chill, chilling, cat drink coffee"
1833563040931381730.png,"ok, ok sign, ok de, can la, UwU, feeling at peace ok, OK, no problem, no worries, ofc, leave it to me, thats totally fine, thats fine, yes, ye, yeah, safe in my hands, cat ok sign"
1833563040931381735.png,"shy, hide face with hands, blushing, can have?, i also want, give me?, Shy, I want it too, Give me, Cute cat, Animal"
1833563040931381736.png,"Feeling rich, Show off, Show off the money, Show of the loots, give you money, give money, here's my money, take my money"
1833563040931381740.png,"salivating, i also want, i want, me want, blank eyes salivate"
1833563040931381741.png,"yapping, :O, D:, cat, huhhh"
1833563040931381748.png,"lie back, ded, dead, laying back, staring in the void, what am I doing, sian, lie down, no thoughts head empty"
1833563040931381749.png,"Kill you, Need to start killing people, How can like that, Very angry, Who is the one, kill you, stab you, threaten you, threatening, stab, cat holding knife evil expression"
1833563040931381751.png,"cry laugh, cat cry laugh, exasperated, cant help it, cry smile, realisation, so sad, puppy eyes sad"
1833563040931381752.png,"Smirk, Hand on cheek, 骄傲, thinking, smirky, thats right, you got it, im good enough, fist under chin, wondering, leaning to a side, judging"
1833563040931381753.png,"Cat, Whack, Holds hammar, whack you, hammer you, take weapon fight, beat you"
1833563040931381758.png,"sad cat clown, sad clown, sad joker, cat sad clown, feeling down, :("
1833563040931381759.png,"Evil cat, Devil, You see, So?, cat shrug, devil cat shrug"
1833563040931381762.png,"Eat sweet, Time to eat sweet, happy cat, happy cat eating candy, munching, stuffing my face"
1833563040931381764.png,"hands up, BRUH, paws up, surrender, i give up, arrest me, cat paws up, im innocent, dont accuse me"
1833563040931381765.png,"oh no, how ah, dizzy eyes, hands on head, anxious, breakdown, exasperated, dizzy, unbelievable, unimaginable, unthinkable, why???, huh??, how is this possible?"
1833563040931381767.png,"dubbing cat, dub, yes, cat celebrating, step, swag, derp, hands up to the right"
1833563040931381768.png,"crown, yay, im the winner, winner, sponsor, rich, good, puppy eyes, wow!, amazing, splendid, thats great"
1833563040931381773.png,"huh?, what you talking about?, you sure not?, aiyo, karen vibes, tsk, annoying leh, annoyed, frustrated, urghh, annoying, disgruntled, unfair, annoyance"
1833563040931381795.png,"Haiyo, Sweat drop on forhead, Hand cover face, No words to say, Cat, facepalm, bruh"
1833563040931381796.png,"shatter, shattering, soul leaving my body, broken pieces, broken into pieces, disintegrated"
1833747660100599870.png,"farting, fat cat farting, boot, blushing fat cat fart"
1833747660100599875.png,"side eyes cat, hehehe, fat cat side eyes, side-eye, side eye, cat, fat, hehehehe, side eyes"
1833747660100599879.png,"thumbs up, star, cat, chubby cat thumbs up, awesome, that was awesome, satisfied"
1833747660100599880.png,"sad, fat cat, omg, noooo, cry, lying down"
1833747660100599883.png,"laughing, hilarious, funny, cartoon cat laughing, lol, lmao, rofl, cat laughs with big mouth"
1833747660100599887.png,"stun, double chin, fat cat, What you say?, Huh?, Double chin"
1833747660100599904.png,"pray, god bless me, chill, hands together, zenning, palms together, chilling, praying, fat cat praying, peace"
1833747660100599908.png,"fat cat lying on chair, zen, chill, relaxed, fat cat, fat cat lying back, chilling, relax, working but relax now, suited up cat"
1833747660100599936.png,"hmmm, considering, thinking, let me think, mmmh, frown thinking, fat cat thinking"
186649756741665162.gif,"HARHARHAR, braces, pepe, Laughing, Stupid frog"
1869834671106294051.png,"Fight fire, Time to fight, fight, shoot you, attac you, machine gun you, cat firing, shots fired"
187378887569703150.png,"praise the lord, yay!, stickman raising arms, relief, happy face, yay"
1899549922034712764.png,"huuuuuuuuuuh, pikachu, huh, whut, stretched out what pikachu, sad shocked pikachu"
1901206392136532027.gif,"hahahahah, rolling back laughing, ROFL, rofl, rolling peach laughing, lol, tears of joy, peach rofl, peach rolling in laughter, peach burst out in laughter"
1959275874691842146.png,"shoot me in the face, indian man, shoot me now, bruh, bro, er, um, 让我去死, Headshot"
1972079305345204241.png,"sad, sobbing, crying, disappoint, pokemon sad, pokemon sad tsum tsum, cries"
198787403039638196.png,"cry party girl, cry, sobs, party hat cry, i need it, me want, i want, crying"
1998657550815330339.png,"wheezing, pinching nose bridge, ahahhHAHAHAHAH, pinching nose, black man"
2011690508815958074.png,"thinking, let me think, platypus pokemon, confused, hands on head, confused duck"
2068366502116983013.png,"dead, pass away, kms, kill me please, kill me right now, hang myself, feeling dead, kill myself, kill me"
2068366502116983150.png,"aaaa, frustrating, annoying, dizzy, screams, AHHHHHHHH, scream my lungs out, aaaaa, scream"
2157482469304041485.gif,"fufufu, holding fish, cat big smile, happy, :D, Laughing, Cat with fish, Happy, Satisfied"
2157482469304041497.gif,"sad, cry, very sad, sigh, crying, sob, helpless, sad max, so sad, tears rolling down my face, sobs, cute"
2157482469304041516.gif,"????, turn back head, you talking to me?, eh?, listening, ?, calling me?, turn back"
2157482469304041518.gif,"sobbing, wipe tears, so sad, :(, upset, take tissue wipe tears, sad"
2182516944614195261.png,"heheheh, peekaboo, hahahahah, hiding behind door, shy, hehe"
2182516944614195294.png,"IDK, what do you mean?, what do you want?, huh, ??, question mark, hands in the air, baby"
2182516944614195333.png,"鬼脸, cute baby making face, cutiepie, cute, fingers on cheeks"
2193800188773011273.gif,"I want I want, carry me along, patpat, pompom"
2193800188773011470.gif,"dying, hanging upside down, swaying from branch, upside down, upside down swaying, chill, zen, relax"
2193800188773011597.gif,"hiyahh!, flying kick, brown bear kick white bear, Kick in face, Go die, You deserve it, Haiya!, Karate move, Died"
2193800188773011752.gif,"hehehe MWAHAHAHA, laughing bunny, evil bunny, evil laugh, HEHEHEHE, rabbit evil laugh"
2193800188773011871.gif,"sparkle sparkle, Twirl, yay yay happy, happy, brand new, shining, spinning, bright, sparkle, twirling, spin spin, sparkles, twirl"
2193800188773011896.gif,"dancing, teddy bear ears, skipping kitty, excited, waiting, kitty with bear hat"
2193800188773011897.gif,"laugh cat fall down, laughing cat, hahahaha, >_<, falling onto ground laughing"
2193800188773012057.gif,"cry, tears down my eyes, lying on pool of tears, cat in pool of tears"
2193800188773013007.png,"eating, eat pikachu cookie, nom, munching, nom nom, munching on cookie, delicious, hungry, chewing"
2211893026270216218.png,"crying, sobbing, sad, anime character crying, embarrased cry, shy, sad anime character, crying eyes, tears, water in my eyes, blonde anime character crying"
2267317642194845748.gif,"middle finger, troll face, Fuck you"
2267317642194845756.gif,"throw sad bag, feeling lonely, urgh, alone, only me, like this lol, like that lol, back towards you, back towards, showing back"
2267317642194845781.gif,"wink, if you know you know, stupidify"
2267317642194845796.gif,"flute, gorrila, harembe, Fuck you, Talk cock"
2267317642194845814.gif,"twerking, black bird, thumbs up, Black duck, Shake butt"
227521399969809576.png,"cry in my own tears, sitting in my own tears, sad max, sad, super sad"
234944112774611759.gif,"lick, disgusting, noice, nice, yummy, blue animal, lick your face, lick screen, tasty"
234944112774611771.gif,"mmmh, let me think, thinking, rubbing on chin"
2350329275443314871.png,"OHHHHH, sad face, cry, crying eyes, saaaaaadd, wide mouth open cry"
2350329275443314887.png,"gun, crying, smiley, shoot me, kill me, kms, reload shooting, sad"
2350329275443314933.png,"whew, side eye, wipe sweat, heng"
238234019068655424.png,"so full, im so full, satisfied, that was so good, lying on a mochi, hungry, eating, lying on mochi, full, stuffed"
238234019068655533.png,"happy to hear, happy to read, glad to read, lovely, sad, crying of joy, tears of joy, So cute, Looking at phone, Laugh crying, Guy with covered eyes"
247283906003337446.png,"disappoint, leave me alone, meditating, white cat, cat, squinting cat, ugly cat, old cat"
2480667625772810592.gif,"crying, puddle of tears, defeat, on the ground, Falls down, Crying, Nani, This is so sad"
2480667625772810593.gif,"ok, drawing ok, ok then, alright, no prob, uh huh, kk, okie, OK, NOTED, received, girl writing ok, understood, well noted, whiteboard, notebook"
2562980648230846730.gif,"ninja, crying, tantrum, failing leg, smacking hands, spider frustrated, oh no, damnit, i should have done this, urghhhh, frustrated"
263860190548328541.png,"cry blood, hand on face, red eye, mask, urghhhhhhhhh, cant believe it, pulling eyes with hands"
263860190548328549.png,"cry until rice become porridge, so sad, sad die me, urgh, sad max, bowing, shrug, cry cry max, cry max"
2643337197121437706.gif,"OH YEAH, 我太厉害啦, im the best, excited, so hype, 太厉害啦, bugcat capoo, bugcat capoo so hype, stars in eyes excited"
2643337197121437728.gif,"窝豪口怜, i want to cry, shivering, crying, capoo, cat bug, feeling sad, quivering, teary eyes, sad"
273008397874367890.gif,"clapping, pepe, happy, cheer, Clap hands"
273008397874367917.gif,"run, pepe, legs, Frog running, Lets go"
2737268664460902429.gif,"heheheh, guilty, shifty, rubbing head, i guess, not sure, i guess?"
2879204968382857236.png,"hehehehe, sneaky smile, spy family, anya, evil smile, mysterious smile, smitty smile, heheheheh, sneaky laughter"
2887890281313599511.gif,"so close yet so far, super sad, crying max, puddle of tears, crying fat cat, crying a puddle, cat crying puddle on pillow"
289608858790265564.png,"hands on waist, zzz, speechless, emotionless, ..., =_=, annoyance, soccer field coach, unbelievable"
2916827172498833487.png,"bye, good bye, was good to know, nuff said"
2916827172498833535.png,"panda, badass panda, cool panda, instant noodle panda, thats amazing, wow, nice, amazeballs, eat instant noodles, thats awesone, shades, panda gangster character, shades gangster derp"
315339488169560410.png,"hi, hello, emotionless eyes hello, hands up hello, eh hi, creepy smile hi, hello it's me"
320794921269198941.png,"nuuuuuu, grrrrrrr, nuuuuuuu, noooooo, urghhhh, no wayyyyy, no way!, no, kwang soo, GRRRRRRRR, urghhhhhhh, nooooooo, nawrrrrrrr, nawr"
3212654065896919195.gif,"let's do this!, jiayou!, yes sir, salute, bear cat salute, got it, no problem, yes, ok"
3212654065896919665.gif,shooting arrows
3212654065896919669.gif,"sigh, lie down, done with life, animal, hais, haish, haiya, feeling down, feeling upset, upset, unhappy"
3212654065896919672.gif,"chuckle, hugging soft toy, worried, scared, close call, almost kenna"
3212654065896919681.gif,"sleeping bag, using phone, sleeping, lying down, staying awake at night"
3212654065896920972.gif,"that's right, you got it, finger guns, wink"
3212654065896920973.gif,"butt clap, heart, 2 cat, butt, booty, booty clap, cheeky butts, love, hearts"
3212654065896921380.gif,"woohoo, dancing, twirling skirt, yeepe~, finally, hawaii dance, flower dance, cute hip dance"
3212654065896921394.gif,toh
3244926458748993621.png,"weak smile, hiding behind blanket, thanks ah, heh, hesitation, hiding, shy, nervous, timid, introvert"
3302293271769776148.png,"Cat face down on road, Despair, Black hovering on top, ORZ, OTL, noooooooooo"
331131228218459239.png,"CMI, Cannot be, 不可能, impossibru, impossible"
331131228218459321.png,"swee, amazing, nice la, nice, good, gud, v good, thumbs up, 👍🏻"
3323402744004894.gif,"cry, sad, wuwu, tears rolling down my face, doge, sobbssss, cryy, tears streaming down face"
3323402744004922.gif,"omgg, this is insane, insanity, madness, whut, diao, sweating profusely, that is insane, mad, crazy, wowz, totally mad, i cant believe it"
3323402744004924.gif,"xe xe xe, pro max, pro, amazing, hahahah, doge, im the pro, hands across chest"
3323402744004929.gif,"omg, ahhhhhh, omg omg omg, omg!, omgggg, madness, insane"
3323402744004931.gif,"eyebrows raised, examine you, stare intensively"
